Smiles,AlogP,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI
COc1ccn2c(-c3ccnc(Nc4ccc(N5CCC(N6CCCCC6)CC5)cc4OC)n3)c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc2c1,8.21,7.74,0.14,-2.21,5.07
CN(C)CCOc1cccc(Nc2nccc(-c3c(-c4cccc(C(=O)Nc5cc(C(F)(F)F)ccc5F)c4)nc4ccccn34)n2)c1,7.55,9.15,0.17,-1.55,6.21
COc1ccc(N2CCC(N3CCCCC3)CC2)cc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,8.2,8.39,0.15,-2.2,6
COc1cc(N2CCC(N3CCN(CCF)CC3)CC2)ccc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,7.31,7.58,0.14,-1.31,5.34
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,7.22,12.72,0.23,-1.24,20.23
C=CCN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.2,15.7,0.33,2.87,10.08
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C(C)C)C(C)C,5.79,15.42,0.3,1.7,9.44
O=C(/C=C/CN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,3.39,16.84,0.33,4.07,8.08
CS(=O)(=O)CCNCc1cc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)co1,6.2,12.03,0.25,0.87,6.64
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CNC(C)C)cc1,6.8,15.04,0.29,0.94,13.11
Cc1ccc(/C=C/C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,2.66,15.91,0.3,2.36,5.75
COc1cccc(Nc2ccnc3[nH]c4ccc(S(=O)(=O)N5CCNCC5)cc4c23)c1,3.06,14.65,0.28,3.35,6.45
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2C(=O)O)c1O,2.78,16.52,0.32,3.57,4.75
CCN(CC)C(C)/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC,5.88,10.12,0.2,-0.86,5.56
N#C/C(=C\c1cc(O)c(O)c(CSCc2ccccc2)c1)C(N)=O,2.92,17.6,0.34,3.07,5.58
COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C#CCN(C)C,4.12,14.1,0.3,2.62,7.47
COc1cc(NC(=O)/C=C/CN(C)C)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,4.68,10.47,0.22,0.35,5.57
Cc1cc(C=C(C#N)C#N)cc(O)c1O,1.84,21.13,0.39,2.39,4.8
COc1cc(/C=C(\C#N)C(N)=O)cc(SCCC(=O)O)c1O,1.36,12.53,0.25,2.68,3.02
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.14,12.88,0.26,1.35,7.04
Cc1cccc(/C=N/NC2=NC(=O)CS2)c1,1.55,19.28,0.38,2.95,8.36
COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,5.68,12.95,0.25,1.32,9.25
COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)cc3F)ncnc2cc1OCCCN1CCN(C)CC1,5.81,10.06,0.19,-0.19,7.43
CS(=O)(=O)C[C@@H](N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.05,15.06,0.3,2.49,7.09
c1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,6.2,16.43,0.29,-0.48,36.69
Clc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1Cl,7.5,13.67,0.27,-1.8,36.56
Brc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,6.96,13.18,0.27,-1.33,36.12
c1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,6.2,15.55,0.27,-0.78,34.72
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=N/OCCN1CCOCC1,4.58,12.26,0.24,1.55,7.56
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/C(=O)NCCN1CCOCC1,4.36,12.35,0.24,2.14,7.33
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCN1CCOCC1,4.58,11.28,0.22,0.69,8.85
CO/N=C/c1c(N)ncnc1Nc1ccc(F)c(Cl)c1,2.58,22.63,0.46,4.11,7.83
N#Cc1cnc2ccc(NC(=O)C#CCN3CCSCC3)cc2c1Nc1cccc(Br)c1,4.6,11.81,0.26,1.38,7.38
COCC1CCCN1CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,4.67,11.41,0.24,1.24,6.55
COCC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,4.21,13.8,0.29,2.21,6.67
NC(=S)N1N=C(c2ccc(Cl)cc2)CC1c1ccc2ccccc2c1,4.89,14.79,0.3,0.52,13
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.41,17.27,0.32,3.39,9.09
NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc2ccccc2c1,5.54,15.13,0.32,0.52,14.55
Clc1ccc2nc(Cc3nnc(-c4ccccc4Cl)o3)[nH]c2c1,4.51,12.57,0.26,-0.17,6.42
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC1C2COCC21,4.49,16.06,0.31,3.73,9.28
COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCN1CCNCCNCCNCC1,4.61,13.6,0.26,4.07,8.28
Clc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c(Cl)c1,4.51,15.43,0.32,0.82,7.88
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCOCC1,4.3,11.87,0.23,1.51,6.56
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,4.35,21.21,0.44,3.05,11.06
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,4.18,22.83,0.45,3.44,13.54
OCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)o1,6.56,14.35,0.29,0.35,8.6
Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccc[nH]5)sc34)cc2Cl)c1,6.8,15.34,0.3,0.12,11.01
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)s1,6.96,12.65,0.25,-0.22,13.41
NP(=O)(OCCCOc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N(CCCl)CCCl,5.77,10.48,0.25,0.28,5.9
NP(=O)(OCCCCCOc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N(CCCl)CCCl,6.55,11.23,0.27,0.25,6.62
CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)cc4)c4c(N)ncnc43)CC2)CC1,5.34,14.56,0.28,2.78,7.12
CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,4.67,11.95,0.25,0.71,6.64
CC(C)(C)c1cc(/C=C2\C(=O)Nc3ccccc32)cc(C(C)(C)C)c1O,5.48,11.98,0.22,-1.29,8.49
Cc1cc2nc(CBr)c(-c3ccccc3)nc2cc1C,4.81,14.3,0.32,-0.13,18.14
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1sccc1-n1cccc1,1.79,15.6,0.32,4.91,4.44
Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@H]5CCCN5)sc34)cc2Cl)c1,5.91,16.46,0.33,1.98,13.35
CS(=O)(=O)N1CCC[C@@H]1C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,5.58,12.67,0.26,1.48,8.36
CNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,5.24,13.95,0.28,2.46,7.9
CCNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,5.63,13.01,0.26,1.74,7.56
COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(OC)ccc2n2nnnc12,2.64,11.41,0.21,3.04,4.12
CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12,3.33,10.87,0.2,2.06,4.19
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,4.89,14.78,0.31,-0.18,72.73
CS(=O)(=O)Nc1ccc(-c2cc3c(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)ncnc3s2)cc1,7.94,7.98,0.17,-3.22,5.06
O=C(Nc1ccc(-c2cc3c(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)ncnc3s2)cc1)NC1CC1,8.85,7.43,0.15,-4.42,5.03
Cn1ncc2c(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cccc21,4.5,19.95,0.38,4.18,9.64
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.41,17.27,0.32,3.39,9.09
Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,7.12,8.46,0.26,-1.51,7.67
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,4.39,15.48,0.3,3.13,8.49
CCc1c(CC(N)=O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,3.46,13.21,0.24,2.16,5.45
C#CCCCn1c(Sc2cc(OC)c(OC)c(OC)c2Cl)nc2c(N)nc(F)nc21,3.79,12.77,0.26,1.98,5.93
NP(=O)(OCCCC(=O)Oc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N(CCCl)CCCl,5.68,10.94,0.26,0.94,5.53
CN(C)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,5.59,12.66,0.25,1.58,8.09
CCOC(=O)c1cn2ncnc(Nc3ccc(F)c(Cl)c3)c2c1CC,4,15.31,0.3,1.55,8.1
CCOC(=O)c1cn2ncnc(Nc3ccc4[nH]ncc4c3)c2c1CC,3.09,15.64,0.29,2.39,5.64
CCOC(=O)c1cn2ncnc(NCc3ccccc3)c2c1CC,3.08,15.85,0.29,2.06,7.51
CCc1c(C(N)=O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,3.53,16.91,0.31,3.43,6.75
CCc1c(C(=O)NCCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,4.45,14.48,0.26,3.07,7.03
Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)O,3.73,16.48,0.32,2.38,5.54
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC(C)(C)N1CCN(C)CC1,4.67,15.23,0.29,3.05,10.52
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@@H]1CCOC1,4.39,16.16,0.32,3.46,8.86
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,3.32,20.24,0.37,4.6,7.67
Cc1ccc(C2CC(c3ccccc3)=NN2C2=NC(=O)CS2)cc1,3.78,15.9,0.3,1.55,11.84
N#Cc1cccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,5.02,22.35,0.42,3.07,9.34
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,6.94,7.81,0.22,-1.9,11.81
CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C(C)C,5.17,14.69,0.27,1.51,7.73
Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,4.32,18.95,0.34,2.74,11.75
CN1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,3.76,14.71,0.27,3.16,10.4
O=C(O)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,4.31,13.93,0.26,2.65,6.92
O=C1CSC(N/N=C/c2ccc(Cl)cc2)=N1,1.89,21.92,0.47,3.67,10.33
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCNCC6)c45)ccc32)c1,3.81,16.08,0.3,3.76,10.05
CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)[nH]1,6.91,13.69,0.27,0.04,9.29
CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC,4.61,15.31,0.28,2.13,7.81
CCCc1c(C(=O)OCC)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,5,13.03,0.24,0.92,6.86
CS(=O)(=O)CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)[nH]1,5.94,11.63,0.24,0.88,6.25
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,5.16,15.61,0.3,2.18,9.24
CCc1c(CC(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,4.06,14.46,0.26,2.11,6.34
CCc1c(NC(=O)OCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,4.88,14.18,0.26,2.52,6.37
CCCCn1c(Cc2cc(OC)ccc2Cl)nc2c(N)ncnc21,3.46,13.59,0.27,1.24,5.96
CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12,3.68,15.94,0.29,3.55,6.77
CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,4.8,14.44,0.29,3.4,7.12
NS(=O)(=O)c1ccc(-n2c(SCC(=O)Nc3cnc4ccccc4c3)nc3cc4ccccc4cc3c2=O)cc1,4.47,11.29,0.22,1.94,4.68
Cc1cc(Nc2ncnc3cnc(N4CCN(C)CC4)cc23)ccc1Oc1ccc(C(=O)NCC(C)(C)C)cc1,5.4,12.76,0.24,1.49,7.21
COCCOc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)C5CCCC5)CC4)c(C)c3)c2cc1OCCOC,5.29,12.29,0.23,1.82,6.82
COCCOc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2c1,6.06,13.43,0.25,1.51,7.74
Cc1cc(Nc2ncnc3ccc(OCCCN4CCOCC4)cc23)ccc1OC1CCN(C(=O)CC(C)(C)C)CC1,5.59,12.38,0.23,1.53,8
COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)c5cccc(Cl)c5)CC4)c(C)c3)c2c1,5.13,11.16,0.21,1.55,6.32
COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)C5CCC5)CC4)c(C)c3)c2c1,3.97,12.6,0.23,2.85,6.46
COc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2c1,6.04,12.71,0.24,0.56,7.45
Cc1cc(Nc2ncnc3cnc(N4CCN(C)CC4)cc23)ccc1Oc1ccc(C(=O)NCC(C)(C)C)cc1,5.4,14.5,0.27,2.42,8.19
Cc1cc(Nc2ncnc3ccc(OCCCN4CCOCC4)cc23)ccc1OC1CCN(C(=O)Nc2c(F)cccc2F)CC1,6.14,11.47,0.22,1.12,7.18
COc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2cc1OC,6.05,13.05,0.24,1.12,7.33
CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,3.14,19.56,0.38,6.01,10.61
O=C(C#CCCN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,4.38,19.16,0.37,4.3,10.45
CCCCN(CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)CCCC,5.41,14.85,0.29,1.76,8.64
Cc1ccc(C2=N/C(=C\c3ccc(Cl)cc3)C(=O)NN2C(=O)c2nc3c(c(C)nn3-c3ccccc3)c(=O)[nH]2)cc1,4.35,8.78,0.16,0.6,3.95
Brc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,6.96,13.79,0.29,-1.07,37.77
Fc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,6.33,14.86,0.27,-0.89,34.9
CO/N=C/c1c(N)ncnc1Nc1ccc2[nH]c(Cc3cccc(F)c3)nc2c1,3.39,18.19,0.34,3.73,6.24
C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(OCC(C)C)c23)c1,5.2,14.85,0.27,2.39,8.78
C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23)c1,8.28,10.2,0.19,-1.26,7.14
COCCO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,3.34,18.88,0.35,4.88,7.31
CNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,5.24,13.95,0.28,2.46,7.9
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.41,13.87,0.26,2.05,7.3
CN(C)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,5.59,14.13,0.28,2.41,9.03
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],6.46,18.8,0.36,-0.73,147.59
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,4.22,18.22,0.33,3.81,8.09
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,4.35,15.47,0.28,2.87,10.39
COCCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,3.74,15.23,0.33,3.2,8.12
NS(=O)(=O)c1ccc(-n2c(SCC(=O)Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])nc3cc4ccccc4cc3c2=O)cc1,3.73,10.75,0.21,2.79,3.1
CNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.31,15.49,0.31,2.69,8.46
COC[C@@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.74,11.52,0.24,0.98,7.2
c1ccc(C(c2ccccc2)c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,4.72,11.57,0.21,-0.48,6.27
c1ccc2c(Cc3nnc(Cc4nc5ccccc5[nH]4)o3)cccc2c1,4.28,14.85,0.27,0.78,7.48
CN1C[C@@H](OC(=O)N2CCCCCCC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,1.93,15.07,0.29,5.63,7.16
CCCN1CCC(c2cc(OC)c(Nc3nccc(-c4c(-c5ccc(OC)c(C(=O)Nc6c(F)cccc6F)c5)nc5ccccn45)n3)cc2C)CC1,8.65,8.36,0.15,-2.65,5.67
CN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,3.3,15.46,0.3,3.75,8.17
O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cn1,5.73,13.65,0.26,1.55,7.89
COc1cc(C2=C(c3cn(COCc4ccccc4)c4ccccc34)CNC2=O)cc(OC)c1OC,4.88,9.17,0.17,-0.44,6.26
Clc1ccc(Nc2ccnc3[nH]c4ccccc4c23)cc1,5.11,22.16,0.42,1.4,15.99
Oc1c(Cl)cccc1CN(Cc1ccc(F)cc1)C(=S)Nc1ccccc1,5.58,14.59,0.3,0.27,16.48
Cc1cc(C)c(O)c(CN(Cc2ccc(F)cc2)C(=S)Nc2ccccc2)c1,5.55,11.21,0.22,-1.13,12.46
Oc1ccc(CN(Cc2cccc(Cl)c2O)C(=S)Nc2ccccc2)cc1,5.15,16.18,0.33,1.31,11.58
O=C1CSC(N/N=C/c2ccc(F)cc2)=N1,1.38,22.8,0.46,4.03,10.05
O=C1CSC(N/N=C/c2cccc(Cl)c2)=N1,1.89,19.09,0.41,2.95,9
O=C1CSC(NN=C2CCCCCC2)=N1,1.92,19.21,0.39,2.41,8.04
O=C(Nc1ccccc1)N(Cc1ccc(O)cc1)Cc1cc(Br)cc(Br)c1O,5.86,10.56,0.26,-0.52,7.34
Cc1cccc(CN(Cc2ccc(O)cc2)C(=O)Nc2ccccc2)c1O,4.64,13.06,0.24,0.09,6.5
COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](N5CCOCC5)CC4)c4ncnc(N)c34)cc2[nH]1,4.37,13.51,0.25,2.91,6.06
Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccc[nH]5)sc34)cc2Cl)c1,6.8,13.49,0.27,-0.72,9.68
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5S(=O)(=O)c5cccc(F)c5)c4)c3s2)C1)N1CCOCC1,3.71,10.92,0.21,3.36,5.03
O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1,4.99,14.5,0.29,2.55,6.95
O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(F)cc1,2.01,16.55,0.34,3.14,8.15
COc1ccc(CC(=O)NS(=O)(=O)c2ccccc2)cc1,1.74,14.86,0.3,2.8,6.26
COc1ccc(CC(=O)NS(=O)(=O)c2ccc(Br)cc2)cc1,2.51,11.98,0.29,2.09,6.35
O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,5.25,12.13,0.24,1.83,7.7
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCCC1,5.55,14.6,0.28,1.52,8.9
Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,2.86,14.23,0.27,3.14,5.82
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,3.69,23.04,0.45,4.23,9.93
Cc1ccc(S(=O)(=O)NC(=O)Cc2ccc(F)cc2)cc1,2.18,16.2,0.32,2.8,7.87
O=C(Cc1cccc(Br)c1)NS(=O)(=O)c1ccc(F)cc1,2.64,12.6,0.3,2.05,7.42
O=C(Cc1cccc(Br)c1)NS(=O)(=O)c1ccc(Br)cc1,3.26,10.53,0.3,1.3,7.21
CN(C)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,4.54,13.96,0.26,2.42,10.46
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCNCC6)c45)ccc32)c1,3.81,16.08,0.3,3.76,10.05
COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,5.01,19.4,0.37,2.61,11.02
CCOC(=O)c1cn2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1CC,5,15.12,0.28,1.09,7.83
COc1ccc(/N=C/c2c(N)ncnc2Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)cc1,5.1,12.6,0.23,0.79,5.7
CCOc1cccc(Nc2ccnc3[nH]c4ccc(S(=O)(=O)N5CCN(CCO)CC5)cc4c23)c1,3.16,10.46,0.2,2.03,4.68
CN(C(=O)c1ccc(N(CCCl)CCCl)cc1)c1ccccc1,4.25,13.22,0.28,0.39,19.72
Oc1c(Cl)cc(Cl)cc1CN(Cc1ccc(F)cc1)C(=S)Nc1ccccc1,6.24,11.92,0.25,-1.05,14.61
Oc1ccc(CN(Cc2cccc(Br)c2O)C(=S)Nc2ccccc2)cc1,5.26,13.94,0.31,0.92,11.09
CCCCN(Cc1cccc(Br)c1O)C(=S)Nc1ccccc1,5.15,11.19,0.26,-0.75,12.4
COc1cc2nccc(Nc3ccc(N4C(=O)c5ccc(Cl)cc5C4=O)c(C)c3)c2cc1OC,5.76,12.17,0.23,0.01,7.14
c1ccc(Oc2ccc(Nc3ccnc4ccccc34)cc2)cc1,5.77,19.64,0.35,0.36,17.96
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3c2)o1,5.17,16.28,0.31,3.83,7.83
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2cccc3ccccc23)c1O,4.24,13.68,0.26,1.1,5.54
CC(C)(C)Oc1cc(/C=C(\C#N)C(=N)S)cc(C(C)(C)C)c1O,4.68,18.05,0.36,1.32,7.78
COCCc1ccc(OCc2ccc(-c3cc(C(F)(F)F)cc(S(=O)(=O)NCCc4cccc(F)c4)c3)cc2)cc1,6.8,7.82,0.15,-2.2,7.11
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(ccn5CCc5ccccc5)c4)c3s2)C1)N1CCOCC1,5.18,9.41,0.18,0.4,5.96
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(ccn5Cc5cscn5)c4)c3s2)C1)N1CCOCC1,4.45,11.52,0.22,2.29,6.34
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c3s2)C1)N1CCOCC1,4.61,12.73,0.25,2.91,6.79
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(CCCC(=O)NO)nn1,3.75,15.24,0.3,4.49,5.28
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,0.49,25.44,0.47,4.7,4.84
Fc1cccc(COc2ccc(Nc3cc(-c4ccsc4)ncn3)cc2Cl)c1,6.32,10.79,0.22,-1.88,9.45
CCc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C,5.46,14.89,0.29,0.08,11.77
